,molecule_chembl_id,smiles,type,pchembl_value_average,standard_value_average,pchembl_ave_fromStandard,diff
2381,CHEMBL3771210,O=C(NO)c1csc(-c2cnccn2)n1,IC50,5.05,8850.00,5.05,0.00
2382,CHEMBL3628320,CCCCCCCCSSCC/C=C/[C@@H]1CC(=O)N[C@H](C(C)C)C(=O)N[C@H](C)C(=O)N[C@H](C(C)C)C(=O)NCC(=O)O1,IC50,5.05,8900.00,5.05,0.00
2383,CHEMBL3688150,CON(C)C(=O)Cc1ccc(-c2noc(C(F)(F)F)n2)cc1,IC50,5.05,8900.00,5.05,0.00
2384,CHEMBL3314869,Nc1ccccc1NC(=O)c1ccc(Cc2nnc(Cc3cccc4ccccc34)o2)cc1,IC50,5.05,8900.00,5.05,0.00
2385,CHEMBL2047673,O=C(Cc1ccc(O)c(Br)c1)C(=O)NCCSSCCNC(=O)C(=O)Cc1ccc(O)c(Br)c1,IC50,5.05,9000.00,5.05,-0.00
2386,CHEMBL4440904,S=C1Sc2cc(Cl)ccc2C2=NCCN12,IC50,5.05,9000.00,5.05,-0.00
2387,CHEMBL4245802,CCc1c2c(nc3ccc(OC(=O)N4CCN(C(=O)CCCCCCCC(=O)NO)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,IC50,5.04,9040.00,5.04,0.00
2388,CHEMBL2408818,CN1C(=O)C(NC(=O)CCCCCCCC(=O)NO)N=C(c2ccccc2)c2ccccc21,IC50,5.04,9080.00,5.04,0.00
2389,CHEMBL3692664,C[C@H](CN1CCCC1)NC(=O)c1ccc(-c2noc(C(F)(F)F)n2)cc1,IC50,5.04,9100.00,5.04,0.00
2390,CHEMBL3692648,CN(C)S(=O)(=O)c1ccc(-c2noc(C(F)(F)F)n2)cc1,IC50,5.04,9100.00,5.04,0.00
2391,CHEMBL3692646,CN(C)CCCN(C)S(=O)(=O)c1ccc(-c2noc(C(F)(F)F)n2)cc1,IC50,5.04,9100.00,5.04,0.00
2392,CHEMBL1934906,O=C(NO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)Nc1ccccc1-c1ccccc1,Kd,5.04,9200.00,5.04,-0.00
2393,CHEMBL1934893,CC(=O)Nc1ccc(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)NO)cc1,Kd,5.04,9200.00,5.04,-0.00
2394,CHEMBL4247905,CC(C)c1cc(C(=O)N2CCc3cc(NC(=O)CCCCCCCC(=O)NO)ccc32)c(O)cc1O,IC50,5.03,9250.00,5.03,0.00
2395,CHEMBL1165571,C[C@H](CCCC(=O)NO)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@@]21C,IC50,5.03,9300.00,5.03,0.00
2396,CHEMBL3770136,O=C(NO)c1coc(C(c2ccccc2)c2ccccc2)n1,IC50,5.03,9370.00,5.03,-0.00
2397,CHEMBL3356525,O=C1CCC[C@@H](C(=O)N[C@H](CCCCCS)C(=O)Nc2ccccc2)N1,IC50,5.03,9380.00,5.03,-0.00
2398,CHEMBL1096981,C[C@H](O)C(=O)CCCCC[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O,IC50,5.03,9400.00,5.03,-0.00
2399,CHEMBL2047544,CO/N=C(\Cc1ccc(O)c(Br)c1)C(=O)NCCSSCCNC(=O)/C(Cc1ccc(O)c(Br)c1)=N/OC,IC50,5.02,9500.00,5.02,0.00
2400,CHEMBL2046617,COc1ccc(/C=C/C(=O)NCCCCN2CCc3nc(C(=O)NO)sc3C2)cc1,IC50,5.02,9550.00,5.02,-0.00
2401,CHEMBL3692673,CCCN(C)C[C@@H](C)NC(=O)c1ccc(-c2noc(C(F)(F)F)n2)cc1,IC50,5.02,9600.00,5.02,-0.00
2402,CHEMBL3893017,CCOc1ccc(CN2CCC(C(=O)NO)CC2)cc1-c1nc2c(CC)nn(C)c2c(=O)[nH]1,IC50,5.02,9640.00,5.02,-0.00
2403,CHEMBL3110005,O=C(NO)C1[C@H](c2ccccc2)[C@H]1c1ccccc1,IC50,5.01,9700.00,5.01,0.00
2404,CHEMBL4241177,CC(C)c1cc(C(=O)N2CCc3cc(NC(=O)CCCC(=O)NO)ccc32)c(O)cc1O,IC50,5.01,9750.00,5.01,0.00
2405,CHEMBL1630117,O=C(NO)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,IC50,5.01,9800.00,5.01,-0.00
2406,CHEMBL2385956,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(=O)CCCCCCC(=O)NO)CC2,IC50,5.01,9830.00,5.01,-0.00
2407,CHEMBL3628323,CC(=O)SCC/C=C/[C@@H]1CC(=O)N[C@H](C(C)C)C(=O)N[C@H](Cc2cn(C)cn2)C(=O)N[C@H](C(C)C)c2cn(nn2)CC(=O)O1,IC50,5.00,9890.00,5.00,0.00
2408,CHEMBL3692633,CN(C)CCN(C)S(=O)(=O)c1ccc(-c2noc(C(F)(F)F)n2)cc1,IC50,5.00,9900.00,5.00,0.00
2409,CHEMBL261492,COC(=O)[C@H](Cc1ccc(-c2cccs2)cc1)NC(=O)CCCCCCC(=O)NO,IC50,5.00,9990.00,5.00,0.00
2410,CHEMBL3943650,O=C(O)CCCCCCCOc1ccc2cc1COC/C=C/COCc1cccc(c1)-c1ccnc(n1)N2,IC50,5.00,10000.00,5.00,0.00
2411,CHEMBL3692587,CC(CNC(=O)c1ccc(-c2noc(C(F)(F)F)n2)cc1)N(C)C,IC50,5.00,10000.00,5.00,0.00
2412,CHEMBL3759869,CC(=O)SCCCCCCNC(=O)c1cc(-c2ccc(F)cc2)nn1C,IC50,5.00,10000.00,5.00,0.00
2413,CHEMBL1934908,O=C(NO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)Nc1cc2ccccc2c2ccccc12,Kd,5.00,10000.00,5.00,0.00
2414,CHEMBL3954259,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(N4CCCC5(CCC(C(=O)NO)CC5)C4)ccc3OCC)nc12,IC50,5.00,10100.00,5.00,-0.00
2415,CHEMBL3897643,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(NCCC(=O)NO)ccc3OCC)nc12,IC50,4.98,10400.00,4.98,0.00
2416,CHEMBL1800373,Cc1cc(O)nc(SCC(=O)c2ccc(NC(=O)c3ccccc3)cc2)n1,IC50,4.97,10800.00,4.97,-0.00
2417,CHEMBL1934890,O=C(NO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)Nc1ccccc1,Kd,4.96,11000.00,4.96,-0.00
2418,CHEMBL517869,O=C(c1ccc(-c2nc(-c3ccc(C(F)(F)F)cc3)no2)s1)C(F)(F)F,IC50,4.96,11000.00,4.96,-0.00
2419,CHEMBL1800241,CC(=O)Nc1ccc(C(=O)CSc2nc(C)cc(O)n2)cc1,IC50,4.95,11200.00,4.95,0.00
2420,CHEMBL4548759,CC(=O)Nc1cccc(-c2csc(NC(=O)CCCCCC(=O)Nc3ccccc3N)n2)c1,IC50,4.95,11200.00,4.95,0.00
2421,CHEMBL4069828,C[C@@H](O)[C@@H]1N=C(c2ccccc2)c2ccccc2N(CCCCC(=O)NO)C1=O,IC50,4.94,11580.00,4.94,-0.00
2422,CHEMBL402363,CC(C)[C@H]1NC(=O)[C@@H](C)[C@@H](C/C=C\CCC(=O)O)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](C)NC1=O,IC50,4.92,12000.00,4.92,0.00
2423,CHEMBL4457853,S=C1Sc2cc(Br)ccc2C2=NCCCN12,IC50,4.92,12000.00,4.92,0.00
2424,CHEMBL2431900,Cn1cccc1C(=O)NCc1cnc(C(=O)NO)s1,IC50,4.92,12000.00,4.92,0.00
2425,CHEMBL4091731,NCCCC[C@@H]1N=C(c2ccccc2)c2ccccc2N(CCCCC(=O)NO)C1=O,IC50,4.92,12120.00,4.92,-0.00
2426,CHEMBL4246259,CCc1c2c(nc3ccc(OC(=O)N4CCN(C(=O)CCCCCCC(=O)NO)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,IC50,4.91,12220.00,4.91,0.00
2427,CHEMBL466171,O=C(CCCCc1cc(C(=O)NO)no1)NC1CCCCC1,IC50,4.91,12300.00,4.91,0.00
2428,CHEMBL3357474,O=C(NO)c1ccc2c(c1)CC(Nc1ccc(F)cc1)CC2,EC50,4.91,12450.00,4.90,-0.01
2429,CHEMBL4590543,O=C(CCCNC(=S)Nc1ccc2c(c1)C(=O)NC2=O)NO,IC50,4.90,12580.00,4.90,0.00
2430,CHEMBL3898715,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(NC4CCC(C(=O)NO)CC4)ccc3OCC)nc12,IC50,4.90,12700.00,4.90,-0.00
2431,CHEMBL1800375,Cc1cc(O)nc(SCC(=O)c2ccc(Cl)cc2)n1,IC50,4.89,12900.00,4.89,-0.00
2432,CHEMBL2046612,O=C(/C=C/c1ccccc1)NCCCN1CCc2nc(C(=O)NO)sc2C1,IC50,4.87,13460.00,4.87,0.00
2433,CHEMBL3415623,O=C(NO)c1ccc(NC2CCN(c3ccc(Cl)cc3)C2=O)cc1F,EC50,4.87,13500.00,4.87,-0.00
2434,CHEMBL2046619,C=CCCC(=O)Nc1ccc(C(C)N2CCc3nc(C(=O)NO)sc3C2)cn1,IC50,4.87,13500.00,4.87,-0.00
2435,CHEMBL1800250,Cc1cc(O)nc(SCC(=O)c2ccccc2)n1,IC50,4.86,13700.00,4.86,0.00
2436,CHEMBL3982650,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1c1ccc(C(=O)NCCCn2cccc(O)c2=O)c(F)c1,IC50,4.85,14000.00,4.85,0.00
2437,CHEMBL491926,O=C(N[C@H](CCCCCB(O)O)C(=O)Nc1cccc(-c2ccccc2)c1)c1cccnc1,IC50,4.85,14000.00,4.85,0.00
2438,CHEMBL4105617,O=C(NO)c1cccc(-c2csc(CSc3ccccc3)n2)c1,IC50,4.85,14000.00,4.85,0.00
2439,CHEMBL4527868,S=C1Sc2cccc(Br)c2C2=NCCN12,IC50,4.85,14000.00,4.85,0.00
2440,CHEMBL4575045,O=C(CCCCNC(=S)Nc1ccc2c(c1)C(=O)NC2=O)NO,IC50,4.85,14170.00,4.85,-0.00
2441,CHEMBL1173195,CCCCCCCC(=O)SCC/C=C/[C@@H]1CC(=O)NCc2nc(cs2)-c2nc(cs2)C(=O)N[C@@H](C(C)C)C(=O)O1,IC50,4.83,14700.00,4.83,0.00
2442,CHEMBL259826,COC(=O)[C@H](Cc1ccc(-c2ccc(-c3ccccc3)cc2)cc1)NC(=O)CCCCCCCC(=O)NO,IC50,4.83,14720.00,4.83,0.00
2443,CHEMBL246199,O=C(/C=C/c1ccc2c(c1)C(=O)N(Cc1ccc(-c3ccncc3)cc1)C2)NO,IC50,4.82,15000.00,4.82,0.00
2444,CHEMBL4542119,C=C(c1ccc(OC)c(/C=C/C(=O)NO)c1)c1cc(OC)c(OC)c(OC)c1,IC50,4.82,15000.00,4.82,0.00
2445,CHEMBL1934904,O=C(NO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)Nc1cccc(-c2ccccc2)c1,Kd,4.82,15000.00,4.82,0.00
2446,CHEMBL4079609,O=C(O)CC[C@@H]1N=C(c2ccccc2)c2ccccc2N(CCCCC(=O)NO)C1=O,IC50,4.80,16000.00,4.80,-0.00
2447,CHEMBL186311,CCCC(CCC)C(=O)NO,IC50,4.80,16000.00,4.80,-0.00
2448,CHEMBL3314868,Nc1ccccc1NC(=O)c1ccc(-c2nnc(Cc3cccc4ccccc34)o2)cc1,IC50,4.79,16100.00,4.79,0.00
2449,CHEMBL4100229,Cc1c(C)c(S(=O)(=O)NC(=N)NCCC[C@@H]2N=C(c3ccccc3)c3ccccc3N(CCCCC(=O)NO)C2=O)c(C)c2c1OC(C)(C)C2,IC50,4.79,16170.00,4.79,0.00
2450,CHEMBL209453,Cc1cc(O)nc(SCC(=O)c2ccc(O)c(O)c2)n1,IC50,4.78,16700.00,4.78,-0.00
2451,CHEMBL3235787,COc1ccc(-c2ccc(/C=C/C=C/C(=O)NO)cc2)cc1C12CC3CC(CC(C3)C1)C2,IC50,4.78,16700.00,4.78,-0.00
2452,CHEMBL1934900,O=C(NO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)Nc1ccc2ccc3cccc4ccc1c2c34,Kd,4.77,17000.00,4.77,-0.00
2453,CHEMBL507592,O=C(CCCCc1cc(C(=O)NO)no1)NC1CCCC1,IC50,4.77,17100.00,4.77,-0.00
2454,CHEMBL4237899,CC(C)c1cc(C(=O)N2CCc3cc(NC(=O)CCCCCCCCC(=O)NO)ccc32)c(O)cc1O,IC50,4.76,17300.00,4.76,0.00
2455,CHEMBL3740591,CC(C)(C)OC(=O)ON(C(=O)CC/C=C/CCC(=O)N(OC(=O)OC(C)(C)C)C(=O)OC(C)(C)C)C(=O)OC(C)(C)C,EC50,4.75,17700.00,4.75,0.00
2456,CHEMBL4443876,O=C(CCNC(=S)Nc1ccc2c(c1)C(=O)NC2=O)NO,IC50,4.74,18130.00,4.74,0.00
2457,CHEMBL3628319,CCCCCCCC(=O)SCC/C=C/[C@@H]1CC(=O)N[C@H](C(C)C)C(=O)N[C@H](C)C(=O)N[C@H](C(C)C)C(=O)NCC(=O)O1,IC50,4.74,18300.00,4.74,-0.00
2458,CHEMBL145110,C[C@@H]1NC(=O)[C@H](CCCCCC(=O)NO)NC(=O)[C@H]2CCCN2C(=O)[C@H](C)NC1=O,EC50,4.72,19000.00,4.72,0.00
2459,CHEMBL3901200,CC(C)Cc1sc(-c2nccs2)nc1C(=O)NCCCC(=O)NO,IC50,4.71,19511.00,4.71,-0.00
2460,CHEMBL4465894,O=C(CCc1csc(CCc2cc(O)c(O)c(O)c2)n1)NO,IC50,4.71,19531.00,4.71,-0.00
2461,CHEMBL4074187,O=C(O)C[C@@H]1N=C(c2ccccc2)c2ccccc2N(CCCCC(=O)NO)C1=O,IC50,4.70,19840.00,4.70,0.00
2462,CHEMBL4557047,Cc1ccc2c(c1)C1=NCCCN1C(=S)S2,IC50,4.70,20000.00,4.70,-0.00
2463,CHEMBL2047682,C=C(Cc1ccc(O)c(Br)c1)C(=O)NCCSSCCNC(=O)C(=C)Cc1ccc(O)c(Br)c1,IC50,4.70,20200.00,4.69,-0.01
2464,CHEMBL4285950,CC1(C)OB(c2ccc(CONC(=O)/C=C/c3cccc(S(=O)(=O)Nc4ccccc4)c3)cc2)OC1(C)C,EC50,4.70,20200.00,4.69,-0.01
2465,CHEMBL515432,Cc1ccc(NC(=O)c2ccc(C(=O)Nc3ccccc3N)cc2)cc1Nc1ncc(-c2cccnc2)s1,IC50,4.68,20900.00,4.68,-0.00
2466,CHEMBL1934892,O=C(NO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)Nc1ccc(Cl)cc1,Kd,4.64,23000.00,4.64,-0.00
2467,CHEMBL2046616,O=C(/C=C/c1ccccc1)NCCCCN1CCc2nc(C(=O)NO)sc2C1,IC50,4.63,23180.00,4.63,0.00
2468,CHEMBL4442562,S=C1Sc2cccc(I)c2C2=NCCCN12,IC50,4.62,24000.00,4.62,-0.00
2469,CHEMBL1934896,Cc1ccc(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)NO)cc1C,Kd,4.62,24000.00,4.62,-0.00
2470,CHEMBL492140,O=C(N[C@H](CCCCCB(O)O)C(=O)Nc1cccc(-c2ccccc2)c1)c1ccccc1,IC50,4.62,24000.00,4.62,-0.00
2471,CHEMBL1096986,O=C(CCCCC[C@@H]1NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O)NO,IC50,4.61,24700.00,4.61,-0.00
2472,CHEMBL2046615,C=CCCC(=O)NCCCCN1CCc2nc(C(=O)NO)sc2C1,IC50,4.61,24750.00,4.61,-0.00
2473,CHEMBL1800379,Cc1cc(O)nc(SCC(=O)c2cccs2)n1,IC50,4.61,24800.00,4.61,-0.00
2474,CHEMBL3968125,CCC(CC)(c1ccc(OCC(O)C(C)(C)C)c(C)c1)c1cc(C)c(CCC(=O)NO)s1,IC50,4.60,24900.00,4.60,0.00
2475,CHEMBL4206721,O=C(O)CCc1nc2ccccc2c2nc(=O)c(Cc3ccccc3)nn12,IC50,4.60,25000.00,4.60,0.00
2476,CHEMBL4461759,Cc1cc(-c2ccc(/C=C3\C(=O)N(c4ccc(C(=O)O)cc4)N=C3C3CC3)s2)c(C(F)(F)F)cc1C,IC50,4.60,25096.30,4.60,0.00
2477,CHEMBL4245392,CC(C)c1cc(C(=O)N2CCc3cc(NC(=O)CCCCC(=O)NO)ccc32)c(O)cc1O,IC50,4.58,26100.00,4.58,0.00
2478,CHEMBL3943758,CCC(CC)(c1ccc(OCC(=O)NO)c(C)c1)c1ccc(OC[C@H](O)C(C)(C)C)c(C)c1,IC50,4.58,26100.00,4.58,0.00
2479,CHEMBL3355256,O=C1/C(=C/c2cccc(O)c2O)Oc2ccccc21,IC50,4.57,26900.00,4.57,0.00
2480,CHEMBL1478023,O=C1/C(=C/c2ccc(O)c(O)c2)Oc2ccccc21,IC50,4.57,26900.00,4.57,0.00
2481,CHEMBL1767046,CNC(=O)/C(CCCCC[C@H](NCc1ccc(OC)cc1)C(=O)Nc1ccccc1)=N\O,IC50,4.54,28700.00,4.54,0.00
2482,CHEMBL3960542,CCC(CC)(c1ccc(OCC(O)CCC(=O)NO)c(C)c1)c1ccc(OCC(O)C(C)(C)C)c(C)c1,IC50,4.54,29200.00,4.53,-0.01
2483,CHEMBL3287017,CC(C)[C@H](NC(=O)c1csc(-c2cscn2)n1)C(=O)NCCCC(=O)NO,IC50,4.53,29451.00,4.53,0.00
2484,CHEMBL1812335,N[C@H](Cc1ccc(Cl)cc1Cl)C(=O)N1Cc2ccccc2C1,IC50,4.52,30000.00,4.52,0.00
2485,CHEMBL141885,O=CN(O)CCCCCNC(=O)CCc1ccccc1,IC50,4.52,30000.00,4.52,0.00
2486,CHEMBL2047671,CSCCNC(=O)C(=O)Cc1ccc(O)c(Br)c1,IC50,4.52,30000.00,4.52,0.00
2487,CHEMBL1808672,O=C(/C=C/C=C/c1ccc2c(c1)OCO2)NO,IC50,4.52,30400.00,4.52,-0.00
2488,CHEMBL3950790,CCC(O)(CC)COc1ccc(C(CC)(CC)c2ccc(OCC(=O)NO)c(C)c2)cc1C,IC50,4.50,31500.00,4.50,0.00
2489,CHEMBL1164243,C[C@H](CCCCCNS(N)(=O)=O)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@@]21C,IC50,4.50,31600.00,4.50,0.00
2490,CHEMBL1934903,O=C(NO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)Nc1cccc2ccccc12,Kd,4.50,32000.00,4.49,-0.01
2491,CHEMBL3318732,COc1ccc2cc(C(=O)/C=C/C=C/c3ccc(OC)c(OC)c3)c(=O)oc2c1,IC50,4.50,32000.00,4.49,-0.01
2492,CHEMBL1800378,Cc1cc(O)nc(SCC(=O)c2ccc3c(c2)NC(=O)C3)n1,IC50,4.49,32600.00,4.49,-0.00
2493,CHEMBL3895630,CCC(CC)(c1ccc(OCC(=O)NO)c(C)c1)c1ccc(OCC(C)(C)O)c(C)c1,IC50,4.48,33300.00,4.48,-0.00
2494,CHEMBL1096982,O=C(O)CC/C=C\C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O,IC50,4.47,33600.00,4.47,0.00
2495,CHEMBL1767047,CNC(=O)/C(CCCCC[C@@H](C(=O)Nc1ccccc1)N(Cc1ccccc1)Cc1ccccc1)=N\O,IC50,4.45,35800.00,4.45,-0.00
2496,CHEMBL3891306,CCC(CC)(c1ccc(CCC(=O)NO)c(C)c1)c1ccc(OC[C@H](O)C(C)(C)C)c(C)c1,IC50,4.44,36100.00,4.44,0.00
2497,CHEMBL2094337,O=C(NO)c1sc2ccccc2c1Cl,IC50,4.43,37400.00,4.43,-0.00
2498,CHEMBL3914611,CCC(CC)(c1ccc(OCC(=O)NO)c(C)c1)c1ccc(OCC(CO)CO)c(C)c1,IC50,4.42,37900.00,4.42,0.00
2499,CHEMBL1800376,Cc1cc(O)nc(SCC(=O)c2ccc(O)cc2)n1,IC50,4.40,40100.00,4.40,-0.00
2500,CHEMBL3735770,CCCCN(O)C(=O)c1cccc(NC(=O)CCCCCS[C@@H]2Cc3cc(O)ccc3[C@H]3CC[C@]4(C)[C@@H](O)CC[C@H]4[C@@H]32)c1,IC50,4.36,43700.00,4.36,-0.00
2501,CHEMBL4218728,COc1cc2ncn(CC(=O)O)c(=O)c2cc1OC,IC50,4.36,44000.00,4.36,-0.00
2502,CHEMBL3892860,O=C(O)CCCCCOc1ccc2cc1COC/C=C/COCc1cccc(c1)-c1ccnc(n1)N2,IC50,4.35,45000.00,4.35,-0.00
2503,CHEMBL1416133,COc1nc2ccccc2nc1CCC(=O)O,IC50,4.35,45000.00,4.35,-0.00
2504,CHEMBL1934902,O=C(NO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)Nc1ccc(-c2cnnn2-c2ccccc2)cc1,Kd,4.33,47000.00,4.33,-0.00
2505,CHEMBL3976630,CCC(CC)(c1ccc(OCCCC(=O)NO)c(C)c1)c1ccc(OC[C@H](O)C(C)(C)C)c(C)c1,IC50,4.33,47100.00,4.33,-0.00
2506,CHEMBL3955013,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1c1ccc(C(=O)Nc2ccccc2N)c(F)c1,IC50,4.33,47300.00,4.33,-0.00
2507,CHEMBL593229,O=C1/C(=C/c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21,IC50,4.31,48500.00,4.31,0.00
2508,CHEMBL3415447,CN(c1ccc(C(=O)NO)cc1)C1CCN(c2ccccc2)C1=O,IC50,4.31,48800.00,4.31,0.00
2509,CHEMBL1934897,O=C(NO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)Nc1ccc(-c2ccccc2)cc1,Kd,4.31,49000.00,4.31,-0.00
2510,CHEMBL515285,Nc1ccccc1NC(=O)CCCCCCC(=O)Nc1cccc(-c2ccccc2)c1,IC50,4.30,50000.00,4.30,0.00
2511,CHEMBL1164241,C[C@H](CCCCNS(N)(=O)=O)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@@]21C,IC50,4.30,50400.00,4.30,-0.00
2512,CHEMBL1708622,O=C(O)Cn1cnc2c(oc3ccccc32)c1=O,IC50,4.29,51000.00,4.29,0.00
2513,CHEMBL3982857,O=C(O)c1cccc(NCCOc2ccc3cc2COC/C=C/COCc2cccc(c2)-c2ccnc(n2)N3)c1,IC50,4.28,53000.00,4.28,-0.00
2514,CHEMBL156887,O=C(NO)c1ccc(-c2cccc3ccccc23)cc1,IC50,4.26,55000.00,4.26,-0.00
2515,CHEMBL2046611,C=CCCC(=O)NCCCN1CCc2nc(C(=O)NO)sc2C1,IC50,4.23,58670.00,4.23,0.00
2516,CHEMBL3948452,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1c1ccc(/C=C/C(=O)Nc2ccccc2N)c(F)c1,IC50,4.22,60000.00,4.22,0.00
2517,CHEMBL4102489,O=C(O)CCc1nc2ccccc2nc1Sc1ccccc1,IC50,4.22,60000.00,4.22,0.00
2518,CHEMBL1307946,COc1ccc(C(=O)CSc2nc(C)cc(O)n2)cc1,IC50,4.21,60900.00,4.22,0.01
2519,CHEMBL1164244,CNC(=O)C(=O)CCCC[C@@H](C)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@@]21C,IC50,4.19,64000.00,4.19,0.00
2520,CHEMBL3954183,O=C(O)c1ccc(NCCOc2ccc3cc2COC/C=C/COCc2cccc(c2)-c2ccnc(n2)N3)cc1,IC50,4.19,64000.00,4.19,0.00
2521,CHEMBL1767045,CNC(=O)/C(CCCCC[C@@H](C(=O)Nc1ccccc1)N(Cc1ccc(OC)cc1)C(=O)OC(C)(C)C)=N\O,IC50,4.19,64200.00,4.19,0.00
2522,CHEMBL1934894,N#Cc1ccc(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)NO)cc1,Kd,4.15,71000.00,4.15,-0.00
2523,CHEMBL1164225,C[C@H](CCCNS(C)(=O)=O)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@@]21C,IC50,4.15,71300.00,4.15,-0.00
2524,CHEMBL4244181,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccc(C(=O)NO)cc1,IC50,4.14,71900.00,4.14,0.00
2525,CHEMBL4245766,CC(C)c1cc(C(=O)N2CCc3cc(NCc4ccc(C(=O)NO)cc4)ccc32)c(O)cc1O,IC50,4.13,74400.00,4.13,-0.00
2526,CHEMBL4215552,N#Cc1c2n(c3c(=O)n(CC(=O)O)cnc13)CCCC2,IC50,4.11,77000.00,4.11,0.00
2527,CHEMBL4467915,CC1=CCC[C@@]2(C)CCC3=C(C)CC[C@@H](C[C@H]12)C3(C)C,IC50,4.10,80000.00,4.10,-0.00
2528,CHEMBL245548,O=C(/C=C/c1cccc2ccccc12)NO,IC50,4.09,82000.00,4.09,-0.00
2529,CHEMBL1800246,CC(=O)Nc1ccc(C(=O)COc2nc(C)cc(O)n2)cc1,IC50,4.06,88000.00,4.06,-0.00
2530,CHEMBL1767039,CNC(=O)/C(CCCCCCC(=O)Nc1cccc(-c2ccc(Cl)nc2)c1)=N\O,IC50,4.03,93500.00,4.03,-0.00
2531,CHEMBL4209794,COc1cc2ncn(CCC(=O)O)c(=O)c2cc1OC,IC50,4.02,95000.00,4.02,0.00
2532,CHEMBL4204813,Cn1c(CCC(=O)O)nc2ccccc21,IC50,4.00,100000.00,4.00,0.00
2533,CHEMBL491316,O=C(/C=C/c1ccc2c(c1)nc(CCc1ccccc1)n2CCN1CCCC1)NO,Ki,7.70,20.30,7.69,-0.01
2534,CHEMBL2103863,CN(C)Cc1c(C(=O)NCCOc2ccc(C(=O)NO)cc2)oc2ccccc12,Ki,7.70,20.00,7.70,-0.00
2535,CHEMBL1083086,O=C(CCCCCNC(=O)NC(=O)c1ccc(Br)cc1)NO,Ki,8.10,8.00,8.10,-0.00
2536,CHEMBL585939,CC(C)C[C@H]1CC(=O)N[C@@H](C)C(=O)N[C@@H](CCCCCC(=O)NO)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N1,IC50,7.51,31.00,7.51,-0.00
2537,CHEMBL570490,CC(C)C[C@H]1CC(=O)N[C@@H](C)C(=O)N[C@@H](CCCCCC(=O)O)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N1,IC50,5.64,2305.00,5.64,-0.00
